Geno,F,M
DS11.37108,IA3023,PI639285
DS11.37109,IA3023,PI639285
DS11.37110,IA3023,PI639285
DS11.37112,IA3023,PI639285
DS11.37113,IA3023,PI639285
DS11.37114,IA3023,PI639285
DS11.37117,IA3023,PI639285
DS11.37118,IA3023,PI639285
DS11.37119,IA3023,PI639285
DS11.37121,IA3023,PI639285
DS11.37122,IA3023,PI639285
DS11.37123,IA3023,PI639285
DS11.37124,IA3023,PI639285
DS11.37126,IA3023,PI639285
DS11.37127,IA3023,PI639285
DS11.37128,IA3023,PI639285
DS11.37130,IA3023,PI639285
DS11.37131,IA3023,PI639285
DS11.37132,IA3023,PI639285
DS11.37133,IA3023,PI639285
DS11.37134,IA3023,PI639285
DS11.37135,IA3023,PI639285
DS11.37136,IA3023,PI639285
DS11.37138,IA3023,PI639285
DS11.37141,IA3023,PI639285
DS11.37142,IA3023,PI639285
DS11.37143,IA3023,PI639285
DS11.37144,IA3023,PI639285
DS11.37145,IA3023,PI639285
DS11.37146,IA3023,PI639285
DS11.37148,IA3023,PI639285
DS11.37149,IA3023,PI639285
DS11.37150,IA3023,PI639285
DS11.37151,IA3023,PI639285
DS11.37152,IA3023,PI639285
DS11.37153,IA3023,PI639285
DS11.37154,IA3023,PI639285
DS11.37155,IA3023,PI639285
DS11.37156,IA3023,PI639285
DS11.37157,IA3023,PI639285
DS11.37158,IA3023,PI639285
DS11.37159,IA3023,PI639285
DS11.37160,IA3023,PI639285
DS11.37161,IA3023,PI639285
DS11.37166,IA3023,PI639285
DS11.37170,IA3023,PI639285
DS11.37171,IA3023,PI639285
DS11.38001,IA3023,PI660989
DS11.38002,IA3023,PI660989
DS11.38003,IA3023,PI660989
DS11.38005,IA3023,PI660989
DS11.38006,IA3023,PI660989
DS11.38008,IA3023,PI660989
DS11.38009,IA3023,PI660989
DS11.38010,IA3023,PI660989
DS11.38011,IA3023,PI660989
DS11.38013,IA3023,PI660989
DS11.38014,IA3023,PI660989
DS11.38015,IA3023,PI660989
DS11.38016,IA3023,PI660989
DS11.38017,IA3023,PI660989
DS11.38018,IA3023,PI660989
DS11.38019,IA3023,PI660989
DS11.38020,IA3023,PI660989
DS11.38021,IA3023,PI660989
DS11.38022,IA3023,PI660989
DS11.38023,IA3023,PI660989
DS11.38024,IA3023,PI660989
DS11.38025,IA3023,PI660989
DS11.38026,IA3023,PI660989
DS11.38028,IA3023,PI660989
DS11.38030,IA3023,PI660989
DS11.38032,IA3023,PI660989
DS11.38033,IA3023,PI660989
DS11.38034,IA3023,PI660989
DS11.38035,IA3023,PI660989
DS11.38036,IA3023,PI660989
DS11.38037,IA3023,PI660989
DS11.38038,IA3023,PI660989
DS11.38040,IA3023,PI660989
DS11.38042,IA3023,PI660989
DS11.38045,IA3023,PI660989
DS11.38046,IA3023,PI660989
DS11.38047,IA3023,PI660989
DS11.38048,IA3023,PI660989
DS11.38049,IA3023,PI660989
DS11.38050,IA3023,PI660989
DS11.38051,IA3023,PI660989
DS11.38052,IA3023,PI660989
DS11.38054,IA3023,PI660989
DS11.38055,IA3023,PI660989
DS11.38057,IA3023,PI660989
DS11.38059,IA3023,PI660989
DS11.38061,IA3023,PI660989
DS11.38062,IA3023,PI660989
DS11.38063,IA3023,PI660989
DS11.38064,IA3023,PI660989
DS11.38065,IA3023,PI660989
DS11.38066,IA3023,PI660989
DS11.38067,IA3023,PI660989
DS11.38068,IA3023,PI660989
DS11.38070,IA3023,PI660989
DS11.38071,IA3023,PI660989
DS11.38072,IA3023,PI660989
DS11.38074,IA3023,PI660989
DS11.38075,IA3023,PI660989
DS11.38076,IA3023,PI660989
DS11.38077,IA3023,PI660989
DS11.38078,IA3023,PI660989
DS11.38079,IA3023,PI660989
DS11.38080,IA3023,PI660989
DS11.38081,IA3023,PI660989
DS11.38082,IA3023,PI660989
DS11.38083,IA3023,PI660989
DS11.38084,IA3023,PI660989
DS11.38085,IA3023,PI660989
DS11.38086,IA3023,PI660989
DS11.38087,IA3023,PI660989
DS11.38088,IA3023,PI660989
DS11.38089,IA3023,PI660989
DS11.38090,IA3023,PI660989
DS11.38091,IA3023,PI660989
DS11.38092,IA3023,PI660989
DS11.38093,IA3023,PI660989
DS11.38094,IA3023,PI660989
DS11.38095,IA3023,PI660989
DS11.38096,IA3023,PI660989
DS11.38099,IA3023,PI660989
DS11.38100,IA3023,PI660989
DS11.38101,IA3023,PI660989
DS11.38102,IA3023,PI660989
DS11.38106,IA3023,PI660989
DS11.38107,IA3023,PI660989
DS11.38108,IA3023,PI660989
DS11.38109,IA3023,PI660989
DS11.38110,IA3023,PI660989
DS11.38111,IA3023,PI660989
DS11.38114,IA3023,PI660989
DS11.38117,IA3023,PI660989
DS11.38119,IA3023,PI660989
DS11.38122,IA3023,PI660989
DS11.38123,IA3023,PI660989
DS11.38124,IA3023,PI660989
DS11.38126,IA3023,PI660989
DS11.38127,IA3023,PI660989
DS11.38132,IA3023,PI660989
DS11.38133,IA3023,PI660989
DS11.38135,IA3023,PI660989
DS11.38137,IA3023,PI660989
DS11.38140,IA3023,PI660989
DS11.38141,IA3023,PI660989
DS11.38142,IA3023,PI660989
DS11.38144,IA3023,PI660989
DS11.38145,IA3023,PI660989
DS11.38146,IA3023,PI660989
DS11.38148,IA3023,PI660989
DS11.38149,IA3023,PI660989
DS11.38154,IA3023,PI660989
DS11.38160,IA3023,PI660989
DS11.38163,IA3023,PI660989
DS11.38164,IA3023,PI660989
DS11.38165,IA3023,PI660989
DS11.38166,IA3023,PI660989
DS11.38168,IA3023,PI660989
DS11.38176,IA3023,PI660989
DS11.38179,IA3023,PI660989
DS11.38181,IA3023,PI660989
DS11.38184,IA3023,PI660989
DS11.38186,IA3023,PI660989
DS11.38188,IA3023,PI660989
DS11.38192,IA3023,PI660989
DS11.38193,IA3023,PI660989
DS11.38194,IA3023,PI660989
DS11.38195,IA3023,PI660989
DS11.38196,IA3023,PI660989
DS11.38197,IA3023,PI660989
DS11.38201,IA3023,PI660989
DS11.38208,IA3023,PI660989
DS11.38211,IA3023,PI660989
DS11.39127,IA3023,PI664025
DS11.39128,IA3023,PI664025
DS11.39130,IA3023,PI664025
DS11.39131,IA3023,PI664025
DS11.39132,IA3023,PI664025
DS11.39134,IA3023,PI664025
DS11.39135,IA3023,PI664025
DS11.39136,IA3023,PI664025
DS11.39138,IA3023,PI664025
DS11.39139,IA3023,PI664025
DS11.39140,IA3023,PI664025
DS11.39141,IA3023,PI664025
DS11.39143,IA3023,PI664025
DS11.39144,IA3023,PI664025
DS11.39146,IA3023,PI664025
DS11.39147,IA3023,PI664025
DS11.39148,IA3023,PI664025
DS11.39149,IA3023,PI664025
DS11.39150,IA3023,PI664025
DS11.39151,IA3023,PI664025
DS11.39152,IA3023,PI664025
DS11.39154,IA3023,PI664025
DS11.39155,IA3023,PI664025
DS11.39156,IA3023,PI664025
DS11.39157,IA3023,PI664025
DS11.39158,IA3023,PI664025
DS11.39159,IA3023,PI664025
DS11.39160,IA3023,PI664025
DS11.39161,IA3023,PI664025
DS11.39162,IA3023,PI664025
DS11.39163,IA3023,PI664025
DS11.39164,IA3023,PI664025
DS11.39165,IA3023,PI664025
DS11.39166,IA3023,PI664025
DS11.39167,IA3023,PI664025
DS11.39169,IA3023,PI664025
DS11.39170,IA3023,PI664025
DS11.39171,IA3023,PI664025
DS11.39172,IA3023,PI664025
DS11.39173,IA3023,PI664025
DS11.39175,IA3023,PI664025
DS11.39178,IA3023,PI664025
DS11.39179,IA3023,PI664025
DS11.39180,IA3023,PI664025
DS11.39181,IA3023,PI664025
DS11.39183,IA3023,PI664025
DS11.39184,IA3023,PI664025
DS11.39185,IA3023,PI664025
DS11.39186,IA3023,PI664025
DS11.39187,IA3023,PI664025
DS11.39188,IA3023,PI664025
DS11.39189,IA3023,PI664025
DS11.39190,IA3023,PI664025
DS11.39191,IA3023,PI664025
DS11.39192,IA3023,PI664025
DS11.39193,IA3023,PI664025
DS11.39194,IA3023,PI664025
DS11.39195,IA3023,PI664025
DS11.39196,IA3023,PI664025
DS11.39197,IA3023,PI664025
DS11.39198,IA3023,PI664025
DS11.39199,IA3023,PI664025
DS11.39200,IA3023,PI664025
DS11.39202,IA3023,PI664025
DS11.39204,IA3023,PI664025
DS11.39205,IA3023,PI664025
DS11.39207,IA3023,PI664025
DS11.39208,IA3023,PI664025
DS11.39210,IA3023,PI664025
DS11.39211,IA3023,PI664025
DS11.39212,IA3023,PI664025
DS11.39213,IA3023,PI664025
DS11.39215,IA3023,PI664025
DS11.39219,IA3023,PI664025
DS11.39220,IA3023,PI664025
DS11.39222,IA3023,PI664025
DS11.39223,IA3023,PI664025
DS11.39224,IA3023,PI664025
DS11.39225,IA3023,PI664025
DS11.39226,IA3023,PI664025
DS11.39227,IA3023,PI664025
DS11.39228,IA3023,PI664025
DS11.39229,IA3023,PI664025
DS11.39231,IA3023,PI664025
DS11.39232,IA3023,PI664025
DS11.39234,IA3023,PI664025
DS11.39235,IA3023,PI664025
DS11.39236,IA3023,PI664025
DS11.39237,IA3023,PI664025
DS11.39238,IA3023,PI664025
DS11.39239,IA3023,PI664025
DS11.39240,IA3023,PI664025
DS11.39241,IA3023,PI664025
DS11.39242,IA3023,PI664025
DS11.39243,IA3023,PI664025
DS11.39244,IA3023,PI664025
DS11.39246,IA3023,PI664025
DS11.39247,IA3023,PI664025
DS11.39248,IA3023,PI664025
DS11.39249,IA3023,PI664025
DS11.39250,IA3023,PI664025
DS11.39251,IA3023,PI664025
DS11.39252,IA3023,PI664025
DS11.39253,IA3023,PI664025
DS11.39254,IA3023,PI664025
DS11.39256,IA3023,PI664025
DS11.39257,IA3023,PI664025
DS11.39258,IA3023,PI664025
DS11.39259,IA3023,PI664025
DS11.39261,IA3023,PI664025
DS11.39262,IA3023,PI664025
DS11.39263,IA3023,PI664025
DS11.39265,IA3023,PI664025
DS11.39266,IA3023,PI664025
DS11.39267,IA3023,PI664025
DS11.39269,IA3023,PI664025
DS11.39270,IA3023,PI664025
DS11.39271,IA3023,PI664025
DS11.39275,IA3023,PI664025
DS11.39278,IA3023,PI664025
DS11.39279,IA3023,PI664025
DS11.39281,IA3023,PI664025
DS11.39283,IA3023,PI664025
DS11.39284,IA3023,PI664025
DS11.39285,IA3023,PI664025
DS11.39287,IA3023,PI664025
DS11.39288,IA3023,PI664025
DS11.39290,IA3023,PI664025
DS11.39291,IA3023,PI664025
DS11.39292,IA3023,PI664025
DS11.39294,IA3023,PI664025
DS11.39296,IA3023,PI664025
DS11.39297,IA3023,PI664025
DS11.39298,IA3023,PI664025
DS11.40001,IA3023,PI398881
DS11.40003,IA3023,PI398881
DS11.40004,IA3023,PI398881
DS11.40005,IA3023,PI398881
DS11.40007,IA3023,PI398881
DS11.40009,IA3023,PI398881
DS11.40010,IA3023,PI398881
DS11.40011,IA3023,PI398881
DS11.40012,IA3023,PI398881
DS11.40013,IA3023,PI398881
DS11.40014,IA3023,PI398881
DS11.40015,IA3023,PI398881
DS11.40016,IA3023,PI398881
DS11.40018,IA3023,PI398881
DS11.40019,IA3023,PI398881
DS11.40020,IA3023,PI398881
DS11.40021,IA3023,PI398881
DS11.40022,IA3023,PI398881
DS11.40023,IA3023,PI398881
DS11.40024,IA3023,PI398881
DS11.40025,IA3023,PI398881
DS11.40026,IA3023,PI398881
DS11.40027,IA3023,PI398881
DS11.40028,IA3023,PI398881
DS11.40029,IA3023,PI398881
DS11.40030,IA3023,PI398881
DS11.40031,IA3023,PI398881
DS11.40032,IA3023,PI398881
DS11.40033,IA3023,PI398881
DS11.40034,IA3023,PI398881
DS11.40035,IA3023,PI398881
DS11.40036,IA3023,PI398881
DS11.40037,IA3023,PI398881
DS11.40038,IA3023,PI398881
DS11.40039,IA3023,PI398881
DS11.40040,IA3023,PI398881
DS11.40041,IA3023,PI398881
DS11.40042,IA3023,PI398881
DS11.40043,IA3023,PI398881
DS11.40044,IA3023,PI398881
DS11.40045,IA3023,PI398881
DS11.40046,IA3023,PI398881
DS11.40047,IA3023,PI398881
DS11.40048,IA3023,PI398881
DS11.40049,IA3023,PI398881
DS11.40050,IA3023,PI398881
DS11.40051,IA3023,PI398881
DS11.40052,IA3023,PI398881
DS11.40053,IA3023,PI398881
DS11.40054,IA3023,PI398881
DS11.40055,IA3023,PI398881
DS11.40056,IA3023,PI398881
DS11.40057,IA3023,PI398881
DS11.40060,IA3023,PI398881
DS11.40061,IA3023,PI398881
DS11.40062,IA3023,PI398881
DS11.40063,IA3023,PI398881
DS11.40064,IA3023,PI398881
DS11.40065,IA3023,PI398881
DS11.40066,IA3023,PI398881
DS11.40067,IA3023,PI398881
DS11.40069,IA3023,PI398881
DS11.40070,IA3023,PI398881
DS11.40071,IA3023,PI398881
DS11.40072,IA3023,PI398881
DS11.40073,IA3023,PI398881
DS11.40074,IA3023,PI398881
DS11.40077,IA3023,PI398881
DS11.40078,IA3023,PI398881
DS11.40079,IA3023,PI398881
DS11.40081,IA3023,PI398881
DS11.40083,IA3023,PI398881
DS11.40084,IA3023,PI398881
DS11.40086,IA3023,PI398881
DS11.40087,IA3023,PI398881
DS11.40088,IA3023,PI398881
DS11.40089,IA3023,PI398881
DS11.40092,IA3023,PI398881
DS11.40094,IA3023,PI398881
DS11.40095,IA3023,PI398881
DS11.40097,IA3023,PI398881
DS11.40098,IA3023,PI398881
DS11.40099,IA3023,PI398881
DS11.40100,IA3023,PI398881
DS11.40101,IA3023,PI398881
DS11.40102,IA3023,PI398881
DS11.40103,IA3023,PI398881
DS11.40104,IA3023,PI398881
DS11.40106,IA3023,PI398881
DS11.40112,IA3023,PI398881
DS11.40113,IA3023,PI398881
DS11.40114,IA3023,PI398881
DS11.40116,IA3023,PI398881
DS11.40119,IA3023,PI398881
DS11.40120,IA3023,PI398881
DS11.40121,IA3023,PI398881
DS11.40122,IA3023,PI398881
DS11.40123,IA3023,PI398881
DS11.40124,IA3023,PI398881
DS11.40142,IA3023,PI398881
DS11.40143,IA3023,PI398881
DS11.40144,IA3023,PI398881
DS11.40145,IA3023,PI398881
DS11.40146,IA3023,PI398881
DS11.40147,IA3023,PI398881
DS11.40149,IA3023,PI398881
DS11.40152,IA3023,PI398881
DS11.40154,IA3023,PI398881
DS11.40155,IA3023,PI398881
DS11.40157,IA3023,PI398881
DS11.40158,IA3023,PI398881
DS11.40159,IA3023,PI398881
DS11.40160,IA3023,PI398881
DS11.40161,IA3023,PI398881
DS11.40167,IA3023,PI398881
DS11.40168,IA3023,PI398881
DS11.40169,IA3023,PI398881
DS11.40171,IA3023,PI398881
DS11.40172,IA3023,PI398881
DS11.40175,IA3023,PI398881
DS11.40177,IA3023,PI398881
DS11.40178,IA3023,PI398881
DS11.40181,IA3023,PI398881
DS11.40182,IA3023,PI398881
DS11.40183,IA3023,PI398881
DS11.40184,IA3023,PI398881
DS11.40188,IA3023,PI398881
DS11.40189,IA3023,PI398881
DS11.40190,IA3023,PI398881
DS11.40191,IA3023,PI398881
DS11.40192,IA3023,PI398881
DS11.40193,IA3023,PI398881
DS11.40194,IA3023,PI398881
DS11.40195,IA3023,PI398881
DS11.40196,IA3023,PI398881
DS11.40197,IA3023,PI398881
DS11.40198,IA3023,PI398881
DS11.41001,IA3023,PI427136
DS11.41002,IA3023,PI427136
DS11.41003,IA3023,PI427136
DS11.41004,IA3023,PI427136
DS11.41007,IA3023,PI427136
DS11.41011,IA3023,PI427136
DS11.41012,IA3023,PI427136
DS11.41013,IA3023,PI427136
DS11.41014,IA3023,PI427136
DS11.41015,IA3023,PI427136
DS11.41016,IA3023,PI427136
DS11.41017,IA3023,PI427136
DS11.41018,IA3023,PI427136
DS11.41026,IA3023,PI427136
DS11.41028,IA3023,PI427136
DS11.41030,IA3023,PI427136
DS11.41037,IA3023,PI427136
DS11.41039,IA3023,PI427136
DS11.41041,IA3023,PI427136
DS11.41042,IA3023,PI427136
DS11.41044,IA3023,PI427136
DS11.41045,IA3023,PI427136
DS11.41047,IA3023,PI427136
DS11.41050,IA3023,PI427136
DS11.41052,IA3023,PI427136
DS11.41053,IA3023,PI427136
DS11.41055,IA3023,PI427136
DS11.41056,IA3023,PI427136
DS11.41057,IA3023,PI427136
DS11.41100,IA3023,PI427136
DS11.41101,IA3023,PI427136
DS11.41102,IA3023,PI427136
DS11.41103,IA3023,PI427136
DS11.41104,IA3023,PI427136
DS11.41107,IA3023,PI427136
DS11.41108,IA3023,PI427136
DS11.41110,IA3023,PI427136
DS11.41111,IA3023,PI427136
DS11.41112,IA3023,PI427136
DS11.41113,IA3023,PI427136
DS11.41114,IA3023,PI427136
DS11.41115,IA3023,PI427136
DS11.41116,IA3023,PI427136
DS11.41117,IA3023,PI427136
DS11.41118,IA3023,PI427136
DS11.41122,IA3023,PI427136
DS11.41123,IA3023,PI427136
DS11.41124,IA3023,PI427136
DS11.41126,IA3023,PI427136
DS11.41127,IA3023,PI427136
DS11.41128,IA3023,PI427136
DS11.41129,IA3023,PI427136
DS11.41130,IA3023,PI427136
DS11.41132,IA3023,PI427136
DS11.41133,IA3023,PI427136
DS11.41134,IA3023,PI427136
DS11.41135,IA3023,PI427136
DS11.41136,IA3023,PI427136
DS11.41137,IA3023,PI427136
DS11.41138,IA3023,PI427136
DS11.41139,IA3023,PI427136
DS11.41140,IA3023,PI427136
DS11.41141,IA3023,PI427136
DS11.41142,IA3023,PI427136
DS11.41143,IA3023,PI427136
DS11.41144,IA3023,PI427136
DS11.41145,IA3023,PI427136
DS11.41146,IA3023,PI427136
DS11.41147,IA3023,PI427136
DS11.41148,IA3023,PI427136
DS11.41149,IA3023,PI427136
DS11.41150,IA3023,PI427136
DS11.41151,IA3023,PI427136
DS11.41156,IA3023,PI427136
DS11.41157,IA3023,PI427136
DS11.41173,IA3023,PI427136
DS11.41179,IA3023,PI427136
DS11.41188,IA3023,PI427136
DS11.41189,IA3023,PI427136
DS11.41190,IA3023,PI427136
DS11.41191,IA3023,PI427136
DS11.41192,IA3023,PI427136
DS11.41193,IA3023,PI427136
DS11.41195,IA3023,PI427136
DS11.41196,IA3023,PI427136
DS11.41197,IA3023,PI427136
DS11.41199,IA3023,PI427136
DS11.41200,IA3023,PI427136
DS11.41201,IA3023,PI427136
DS11.41202,IA3023,PI427136
DS11.41203,IA3023,PI427136
DS11.41204,IA3023,PI427136
DS11.41205,IA3023,PI427136
DS11.41206,IA3023,PI427136
DS11.41208,IA3023,PI427136
DS11.41229,IA3023,PI427136
DS11.41230,IA3023,PI427136
DS11.41231,IA3023,PI427136
DS11.41232,IA3023,PI427136
DS11.41234,IA3023,PI427136
DS11.41238,IA3023,PI427136
DS11.42001,IA3023,PI437169B
DS11.42002,IA3023,PI437169B
DS11.42004,IA3023,PI437169B
DS11.42005,IA3023,PI437169B
DS11.42006,IA3023,PI437169B
DS11.42007,IA3023,PI437169B
DS11.42008,IA3023,PI437169B
DS11.42010,IA3023,PI437169B
DS11.42014,IA3023,PI437169B
DS11.42015,IA3023,PI437169B
DS11.42016,IA3023,PI437169B
DS11.42017,IA3023,PI437169B
DS11.42019,IA3023,PI437169B
DS11.42020,IA3023,PI437169B
DS11.42021,IA3023,PI437169B
DS11.42022,IA3023,PI437169B
DS11.42023,IA3023,PI437169B
DS11.42024,IA3023,PI437169B
DS11.42025,IA3023,PI437169B
DS11.42026,IA3023,PI437169B
DS11.42027,IA3023,PI437169B
DS11.42028,IA3023,PI437169B
DS11.42029,IA3023,PI437169B
DS11.42030,IA3023,PI437169B
DS11.42031,IA3023,PI437169B
DS11.42032,IA3023,PI437169B
DS11.42033,IA3023,PI437169B
DS11.42034,IA3023,PI437169B
DS11.42035,IA3023,PI437169B
DS11.42036,IA3023,PI437169B
DS11.42037,IA3023,PI437169B
DS11.42038,IA3023,PI437169B
DS11.42039,IA3023,PI437169B
DS11.42041,IA3023,PI437169B
DS11.42042,IA3023,PI437169B
DS11.42043,IA3023,PI437169B
DS11.42044,IA3023,PI437169B
DS11.42045,IA3023,PI437169B
DS11.42046,IA3023,PI437169B
DS11.42047,IA3023,PI437169B
DS11.42048,IA3023,PI437169B
DS11.42049,IA3023,PI437169B
DS11.42051,IA3023,PI437169B
DS11.42052,IA3023,PI437169B
DS11.42053,IA3023,PI437169B
DS11.42054,IA3023,PI437169B
DS11.42055,IA3023,PI437169B
DS11.42056,IA3023,PI437169B
DS11.42058,IA3023,PI437169B
DS11.42059,IA3023,PI437169B
DS11.42060,IA3023,PI437169B
DS11.42061,IA3023,PI437169B
DS11.42062,IA3023,PI437169B
DS11.42063,IA3023,PI437169B
DS11.42066,IA3023,PI437169B
DS11.42067,IA3023,PI437169B
DS11.42068,IA3023,PI437169B
DS11.42069,IA3023,PI437169B
DS11.42071,IA3023,PI437169B
DS11.42072,IA3023,PI437169B
DS11.42074,IA3023,PI437169B
DS11.42075,IA3023,PI437169B
DS11.42076,IA3023,PI437169B
DS11.42079,IA3023,PI437169B
DS11.42080,IA3023,PI437169B
DS11.42081,IA3023,PI437169B
DS11.42082,IA3023,PI437169B
DS11.42083,IA3023,PI437169B
DS11.42084,IA3023,PI437169B
DS11.42085,IA3023,PI437169B
DS11.42086,IA3023,PI437169B
DS11.42087,IA3023,PI437169B
DS11.42088,IA3023,PI437169B
DS11.42089,IA3023,PI437169B
DS11.42090,IA3023,PI437169B
DS11.42091,IA3023,PI437169B
DS11.42092,IA3023,PI437169B
DS11.42094,IA3023,PI437169B
DS11.42095,IA3023,PI437169B
DS11.42096,IA3023,PI437169B
DS11.42097,IA3023,PI437169B
DS11.42100,IA3023,PI437169B
DS11.42101,IA3023,PI437169B
DS11.42102,IA3023,PI437169B
DS11.42103,IA3023,PI437169B
DS11.42104,IA3023,PI437169B
DS11.42105,IA3023,PI437169B
DS11.42106,IA3023,PI437169B
DS11.42107,IA3023,PI437169B
DS11.42109,IA3023,PI437169B
DS11.42110,IA3023,PI437169B
DS11.42111,IA3023,PI437169B
DS11.42112,IA3023,PI437169B
DS11.42114,IA3023,PI437169B
DS11.42115,IA3023,PI437169B
DS11.42116,IA3023,PI437169B
DS11.42118,IA3023,PI437169B
DS11.42121,IA3023,PI437169B
DS11.42122,IA3023,PI437169B
DS11.42123,IA3023,PI437169B
DS11.42124,IA3023,PI437169B
DS11.42125,IA3023,PI437169B
DS11.42127,IA3023,PI437169B
DS11.42128,IA3023,PI437169B
DS11.42129,IA3023,PI437169B
DS11.42130,IA3023,PI437169B
DS11.42132,IA3023,PI437169B
DS11.42133,IA3023,PI437169B
DS11.42135,IA3023,PI437169B
DS11.42136,IA3023,PI437169B
DS11.42138,IA3023,PI437169B
DS11.42139,IA3023,PI437169B
DS11.42141,IA3023,PI437169B
DS11.42142,IA3023,PI437169B
DS11.42143,IA3023,PI437169B
DS11.42144,IA3023,PI437169B
DS11.42147,IA3023,PI437169B
DS11.42148,IA3023,PI437169B
DS11.42150,IA3023,PI437169B
DS11.42151,IA3023,PI437169B
DS11.42152,IA3023,PI437169B
DS11.42153,IA3023,PI437169B
DS11.42154,IA3023,PI437169B
DS11.42155,IA3023,PI437169B
DS11.42157,IA3023,PI437169B
DS11.42158,IA3023,PI437169B
DS11.42159,IA3023,PI437169B
DS11.42161,IA3023,PI437169B
DS11.42163,IA3023,PI437169B
DS11.42164,IA3023,PI437169B
DS11.42165,IA3023,PI437169B
DS11.42166,IA3023,PI437169B
DS11.42167,IA3023,PI437169B
DS11.48077,IA3023,PI518751
DS11.48078,IA3023,PI518751
DS11.48080,IA3023,PI518751
DS11.48081,IA3023,PI518751
DS11.48082,IA3023,PI518751
DS11.48083,IA3023,PI518751
DS11.48084,IA3023,PI518751
DS11.48085,IA3023,PI518751
DS11.48086,IA3023,PI518751
DS11.48087,IA3023,PI518751
DS11.48088,IA3023,PI518751
DS11.48089,IA3023,PI518751
DS11.48090,IA3023,PI518751
DS11.48093,IA3023,PI518751
DS11.48094,IA3023,PI518751
DS11.48095,IA3023,PI518751
DS11.48096,IA3023,PI518751
DS11.48097,IA3023,PI518751
DS11.48098,IA3023,PI518751
DS11.48099,IA3023,PI518751
DS11.48100,IA3023,PI518751
DS11.48101,IA3023,PI518751
DS11.48102,IA3023,PI518751
DS11.48104,IA3023,PI518751
DS11.48105,IA3023,PI518751
DS11.48107,IA3023,PI518751
DS11.48108,IA3023,PI518751
DS11.48109,IA3023,PI518751
DS11.48110,IA3023,PI518751
DS11.48111,IA3023,PI518751
DS11.48112,IA3023,PI518751
DS11.48113,IA3023,PI518751
DS11.48115,IA3023,PI518751
DS11.48116,IA3023,PI518751
DS11.48117,IA3023,PI518751
DS11.48118,IA3023,PI518751
DS11.48119,IA3023,PI518751
DS11.48120,IA3023,PI518751
DS11.48121,IA3023,PI518751
DS11.48122,IA3023,PI518751
DS11.48123,IA3023,PI518751
DS11.48124,IA3023,PI518751
DS11.48125,IA3023,PI518751
DS11.48126,IA3023,PI518751
DS11.48127,IA3023,PI518751
DS11.48128,IA3023,PI518751
DS11.48129,IA3023,PI518751
DS11.48130,IA3023,PI518751
DS11.48131,IA3023,PI518751
DS11.48132,IA3023,PI518751
DS11.48134,IA3023,PI518751
DS11.48135,IA3023,PI518751
DS11.48136,IA3023,PI518751
DS11.48137,IA3023,PI518751
DS11.48138,IA3023,PI518751
DS11.48141,IA3023,PI518751
DS11.48144,IA3023,PI518751
DS11.48147,IA3023,PI518751
DS11.48148,IA3023,PI518751
DS11.48149,IA3023,PI518751
DS11.48150,IA3023,PI518751
DS11.48152,IA3023,PI518751
DS11.48153,IA3023,PI518751
DS11.48154,IA3023,PI518751
DS11.48155,IA3023,PI518751
DS11.48156,IA3023,PI518751
DS11.48157,IA3023,PI518751
DS11.48158,IA3023,PI518751
DS11.48159,IA3023,PI518751
DS11.48160,IA3023,PI518751
DS11.48161,IA3023,PI518751
DS11.48162,IA3023,PI518751
DS11.48163,IA3023,PI518751
DS11.48165,IA3023,PI518751
DS11.48167,IA3023,PI518751
DS11.48168,IA3023,PI518751
DS11.48169,IA3023,PI518751
DS11.48170,IA3023,PI518751
DS11.48172,IA3023,PI518751
DS11.48173,IA3023,PI518751
DS11.48174,IA3023,PI518751
DS11.48175,IA3023,PI518751
DS11.48177,IA3023,PI518751
DS11.48178,IA3023,PI518751
DS11.48180,IA3023,PI518751
DS11.48181,IA3023,PI518751
DS11.48182,IA3023,PI518751
DS11.48183,IA3023,PI518751
DS11.48184,IA3023,PI518751
DS11.48185,IA3023,PI518751
DS11.48186,IA3023,PI518751
DS11.48187,IA3023,PI518751
DS11.48188,IA3023,PI518751
DS11.48189,IA3023,PI518751
DS11.48191,IA3023,PI518751
DS11.48192,IA3023,PI518751
DS11.48193,IA3023,PI518751
DS11.48194,IA3023,PI518751
DS11.48196,IA3023,PI518751
DS11.48197,IA3023,PI518751
DS11.48202,IA3023,PI518751
DS11.48204,IA3023,PI518751
DS11.48205,IA3023,PI518751
DS11.48206,IA3023,PI518751
DS11.48208,IA3023,PI518751
DS11.48210,IA3023,PI518751
DS11.48211,IA3023,PI518751
DS11.48213,IA3023,PI518751
DS11.48214,IA3023,PI518751
DS11.48215,IA3023,PI518751
DS11.48216,IA3023,PI518751
DS11.48217,IA3023,PI518751
DS11.48219,IA3023,PI518751
DS11.48221,IA3023,PI518751
DS11.48222,IA3023,PI518751
DS11.48223,IA3023,PI518751
DS11.48225,IA3023,PI518751
DS11.48226,IA3023,PI518751
DS11.48228,IA3023,PI518751
DS11.48229,IA3023,PI518751
DS11.48230,IA3023,PI518751
DS11.48231,IA3023,PI518751
DS11.48232,IA3023,PI518751
DS11.48234,IA3023,PI518751
DS11.48235,IA3023,PI518751
DS11.48237,IA3023,PI518751
DS11.48238,IA3023,PI518751
DS11.48239,IA3023,PI518751
DS11.48240,IA3023,PI518751
DS11.48241,IA3023,PI518751
DS11.48242,IA3023,PI518751
